"AccountRef.value","AccountRef.name","PaymentType","EntityRef.value","EntityRef.name","EntityRef.type","Credit","TotalAmt","PurchaseEx.any[0].name","PurchaseEx.any[0].declaredType","PurchaseEx.any[0].scope","PurchaseEx.any[0].value.Name","PurchaseEx.any[0].value.Value","PurchaseEx.any[0].nil","PurchaseEx.any[0].globalScope","PurchaseEx.any[0].typeSubstituted","domain","sparse","Id","SyncToken","MetaData.CreateTime","MetaData.LastUpdatedTime","DocNumber","TxnDate","DepartmentRef.value","DepartmentRef.name","CurrencyRef.value","CurrencyRef.name","PrivateNote","RemitToAddr.Id","RemitToAddr.Line1","PrintStatus","RemitToAddr.City","RemitToAddr.CountrySubDivisionCode","RemitToAddr.PostalCode","RemitToAddr.Line2","RemitToAddr.Line3","RemitToAddr.Line4","PaymentMethodRef.value","RemitToAddr.Line5","RecurDataRef.value","status","RemitToAddr.Country"
"33",HI AIR HFT,CreditCard,,,,False,"148.05",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41895","0","2025-05-13T12:59:26-07:00","2025-05-13T12:59:26-07:00",,"2025-04-11","1",Hawaii Forest & Trail,USD,United States Dollar,LA JOLLA SHORES HOTEL,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"1081",KShopify,Vendor,False,"203.78",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41897","0","2025-05-13T13:07:48-07:00","2025-05-13T13:07:48-07:00",,"2025-05-11","2",Kohala Zipline,USD,United States Dollar,SHOPIFY* 364550799,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41898","0","2025-05-13T13:08:01-07:00","2025-05-13T13:08:01-07:00",,"2025-05-10","2",Kohala Zipline,USD,United States Dollar,GOOGLE *ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41899","0","2025-05-13T13:08:20-07:00","2025-05-13T13:08:20-07:00",,"2025-05-09","2",Kohala Zipline,USD,United States Dollar,GOOGLE *ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41900","0","2025-05-13T13:08:27-07:00","2025-05-13T13:08:27-07:00",,"2025-05-07","2",Kohala Zipline,USD,United States Dollar,GOOGLE *ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"353",Bank of Hawaii/Hawaiian Air{online},Vendor,True,"15048.45",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"11",False,True,False,QBO,False,"41901","0","2025-05-13T13:08:56-07:00","2025-05-13T13:08:56-07:00",,"2025-05-09","2",Kohala Zipline,USD,United States Dollar,Payment Received,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41902","0","2025-05-13T13:09:07-07:00","2025-05-13T13:09:07-07:00",,"2025-05-05","2",Kohala Zipline,USD,United States Dollar,GOOGLE*ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41903","0","2025-05-13T13:09:14-07:00","2025-05-13T13:09:14-07:00",,"2025-05-03","2",Kohala Zipline,USD,United States Dollar,GOOGLE*ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41904","0","2025-05-13T13:09:18-07:00","2025-05-13T13:09:18-07:00",,"2025-04-28","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41905","0","2025-05-13T13:09:22-07:00","2025-05-13T13:09:22-07:00",,"2025-04-26","2",Kohala Zipline,USD,United States Dollar,GOOGLE*ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41906","0","2025-05-13T13:09:26-07:00","2025-05-13T13:09:26-07:00",,"2025-04-25","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41907","0","2025-05-13T13:09:30-07:00","2025-05-13T13:09:30-07:00",,"2025-04-22","2",Kohala Zipline,USD,United States Dollar,GOOGLE*ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"582.1",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41908","0","2025-05-13T13:09:36-07:00","2025-05-13T13:09:36-07:00",,"2025-05-01","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"1076",KRubber Stamp Plantation LLC,Vendor,True,"155.33",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"11",False,True,False,QBO,False,"41909","1","2025-05-13T13:10:09-07:00","2025-07-03T14:45:04-07:00",,"2025-04-28","2",Kohala Zipline,USD,United States Dollar,Rubber Stamp Plantatio,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41911","0","2025-05-13T13:10:22-07:00","2025-05-13T13:10:22-07:00",,"2025-04-20","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41912","0","2025-05-13T13:10:36-07:00","2025-05-13T13:10:36-07:00",,"2025-04-18","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41913","0","2025-05-13T13:10:41-07:00","2025-05-13T13:10:41-07:00",,"2025-04-17","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41914","0","2025-05-13T13:10:45-07:00","2025-05-13T13:10:45-07:00",,"2025-04-14","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"463",Google,Vendor,False,"500.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41915","0","2025-05-13T13:10:50-07:00","2025-05-13T13:10:50-07:00",,"2025-04-12","2",Kohala Zipline,USD,United States Dollar,Google ADSXXXXXX9137,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"954",KGoodr,Vendor,False,"1250.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41916","0","2025-05-13T13:11:13-07:00","2025-07-03T14:45:04-07:00",,"2025-04-11","2",Kohala Zipline,USD,United States Dollar,SP SELLGOODR,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"353",Bank of Hawaii/Hawaiian Air{online},Vendor,True,"384.48",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"11",False,True,False,QBO,False,"41918","0","2025-05-13T13:12:10-07:00","2025-05-13T13:12:10-07:00",,"2025-02-09","2",Kohala Zipline,USD,United States Dollar,Payment Received,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"1076",KRubber Stamp Plantation LLC,Vendor,False,"155.33",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41919","0","2025-05-13T13:17:09-07:00","2025-07-03T14:45:04-07:00",,"2025-04-21","2",Kohala Zipline,USD,United States Dollar,Rubber Stamp Plantatio,,,,,,,,,,,,,,
"33",HI AIR HFT,CreditCard,"348",Amazon,Vendor,False,"31.39",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41922","1","2025-05-13T13:52:36-07:00","2025-07-31T17:30:18-07:00",,"2025-04-29","1",Hawaii Forest & Trail,USD,United States Dollar,"AMAZON MKTPL*KH5EN7WT3 label maker , telescope cleaner",,,,,,,,,,,,,,
"33",HI AIR HFT,CreditCard,"348",Amazon,Vendor,False,"99.4",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41923","0","2025-05-13T13:54:03-07:00","2025-05-13T13:54:03-07:00",,"2025-04-28","1",Hawaii Forest & Trail,USD,United States Dollar,AMAZON MKTPL*K59QL0WC3 head rests,,,,,,,,,,,,,,
"33",HI AIR HFT,CreditCard,"348",Amazon,Vendor,False,"161.88",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41924","0","2025-05-13T14:00:27-07:00","2025-05-13T14:00:27-07:00",,"2025-04-29","1",Hawaii Forest & Trail,USD,United States Dollar,AMAZON MKTPL*NB8YL95I2- hand sanitizer,,,,,,,,,,,,,,
"33",HI AIR HFT,CreditCard,"348",Amazon,Vendor,False,"137.64",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41925","0","2025-05-13T14:08:10-07:00","2025-05-13T14:08:10-07:00",,"2025-05-12","1",Hawaii Forest & Trail,USD,United States Dollar,Amazon.com*NI7NG6H61 air cleaner element,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"577",Lowe's,Vendor,False,"1859.41",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41926","0","2025-05-13T14:10:50-07:00","2025-05-13T14:10:50-07:00",,"2025-05-09","2",Kohala Zipline,USD,United States Dollar,LOWES #01561*Washer & Dryer,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"505",Home Depot,Vendor,False,"293.09",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41927","0","2025-05-13T14:11:36-07:00","2025-05-13T14:11:36-07:00",,"2025-05-09","2",Kohala Zipline,USD,United States Dollar,THE HOME DEPOT #1704 KOZI remodel,,,,,,,,,,,,,,
"202",HI AIR KOZI,CreditCard,"505",Home Depot,Vendor,False,"15.46",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"41928","0","2025-05-13T14:11:55-07:00","2025-05-13T14:11:55-07:00",,"2025-05-09","2",Kohala Zipline,USD,United States Dollar,THE HOME DEPOT #1704 KOZI Remodel,,,,,,,,,,,,,,
"126",HFT Petty Cash,Check,"383",Cartow Kohala,Vendor,,"15.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"3",False,True,False,QBO,False,"42166","0","2025-05-19T14:31:48-07:00","2025-05-19T14:31:48-07:00",,"2025-05-19","1",Hawaii Forest & Trail,USD,United States Dollar,Safety Trail,,,NotSet,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"632.96",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42167","0","2025-05-19T14:33:26-07:00","2025-05-19T14:33:26-07:00",,"2025-05-08","1",Hawaii Forest & Trail,USD,United States Dollar,"COSTCO WHSE #0140 KAILUA KONA HI- Chips, water, tea, juice",,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"81.85",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42168","0","2025-05-19T14:34:09-07:00","2025-05-19T14:34:09-07:00",,"2025-05-14","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"89.15",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42169","0","2025-05-19T14:34:27-07:00","2025-05-19T14:34:27-07:00",,"2025-05-14","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"91.15",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42170","0","2025-05-19T14:36:38-07:00","2025-05-19T14:36:38-07:00",,"2025-05-13","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"76.05",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42171","0","2025-05-19T14:36:54-07:00","2025-05-19T14:36:54-07:00",,"2025-05-13","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"73.42",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42172","0","2025-05-19T14:37:43-07:00","2025-05-19T14:37:43-07:00",,"2025-05-11","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"81.35",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42173","0","2025-05-19T14:37:57-07:00","2025-05-19T14:37:57-07:00",,"2025-05-12","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"76.6",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42174","0","2025-05-19T14:38:21-07:00","2025-05-19T14:38:21-07:00",,"2025-05-08","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"64.24",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42175","0","2025-05-19T14:38:36-07:00","2025-05-19T14:38:36-07:00",,"2025-05-08","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"674",Shell,Vendor,False,"94.06",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42176","0","2025-05-19T14:38:55-07:00","2025-05-19T14:38:55-07:00",,"2025-05-08","1",Hawaii Forest & Trail,USD,United States Dollar,SHELL OIL XXXXXXX8005 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"674",Shell,Vendor,False,"77.11",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42177","0","2025-05-19T14:39:12-07:00","2025-05-19T14:39:12-07:00",,"2025-05-08","1",Hawaii Forest & Trail,USD,United States Dollar,SHELL OIL XXXXXXX8005 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"674",Shell,Vendor,False,"68.02",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42178","0","2025-05-19T14:39:25-07:00","2025-05-19T14:39:25-07:00",,"2025-05-09","1",Hawaii Forest & Trail,USD,United States Dollar,SHELL OIL XXXXXXX8005 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"78.6",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42179","0","2025-05-19T14:39:40-07:00","2025-05-19T14:39:40-07:00",,"2025-05-09","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"74.8",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42180","0","2025-05-19T14:40:08-07:00","2025-05-19T14:40:08-07:00",,"2025-05-09","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"49.03",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42181","0","2025-05-19T14:40:18-07:00","2025-05-19T14:40:18-07:00",,"2025-05-09","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"65.49",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42182","0","2025-05-19T14:40:29-07:00","2025-05-19T14:40:29-07:00",,"2025-05-10","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"82.85",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42183","0","2025-05-19T14:40:37-07:00","2025-05-19T14:40:37-07:00",,"2025-05-10","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"402",Costco,Vendor,False,"81.53",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42184","0","2025-05-19T14:40:49-07:00","2025-05-19T14:40:49-07:00",,"2025-05-12","1",Hawaii Forest & Trail,USD,United States Dollar,COSTCO GAS #0140 KAILUA KONA HI,,,,,,,,,,,,,,
"37",Citi Card COSTCO,CreditCard,"551",Kona Coast Custom,Vendor,False,"27.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42185","0","2025-05-19T14:42:07-07:00","2025-05-19T14:42:07-07:00",,"2025-05-15","1",Hawaii Forest & Trail,USD,United States Dollar,SQ *KONA COAST CUSTOMS Kailua Kona HI- Iiwi Inspection,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"770",STEALTH AUDIO,Vendor,False,"84.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42186","0","2025-05-19T14:42:47-07:00","2025-05-19T14:42:47-07:00",,"2025-05-17","1",Hawaii Forest & Trail,USD,United States Dollar,STEALTH AUDIO - 9187- Headset,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"770",STEALTH AUDIO,Vendor,False,"707.98",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42187","0","2025-05-19T14:43:11-07:00","2025-05-19T14:43:11-07:00",,"2025-05-12","1",Hawaii Forest & Trail,USD,United States Dollar,STEALTH AUDIO - 4639- Pawale PA System,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"1172",Credit Card Vendor,Vendor,False,"169.36",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42188","0","2025-05-19T14:44:09-07:00","2025-05-19T14:44:09-07:00",,"2025-05-16","1",Hawaii Forest & Trail,USD,United States Dollar,TST*DA WHIP TACO SHOP - 9971- Lunch for Office,,,,,,,,,,,,,,
"42",HFT Capital One,CreditCard,"505",Home Depot,Vendor,False,"9.35",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42189","0","2025-05-19T14:44:43-07:00","2025-05-19T14:44:43-07:00",,"2025-05-16","1",Hawaii Forest & Trail,USD,United States Dollar,THE HOME DEPOT #1704 - 9187-Door Stop,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"953",KGill's Lanai,Vendor,False,"27.01",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42190","0","2025-05-19T14:46:35-07:00","2025-05-19T14:46:35-07:00",,"2025-05-16","2",Kohala Zipline,USD,United States Dollar,SQ *GILLS LANAI - 2539,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"326",Auto Haus,Vendor,True,"16.81",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"11",False,True,False,QBO,False,"42191","0","2025-05-19T14:46:59-07:00","2025-05-19T14:46:59-07:00",,"2025-05-13","2",Kohala Zipline,USD,United States Dollar,AUTOHAUSAZ - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"81.0",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42192","0","2025-05-19T14:47:37-07:00","2025-05-19T14:47:37-07:00",,"2025-05-03","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"99.21",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42193","0","2025-05-19T14:47:50-07:00","2025-05-19T14:47:50-07:00",,"2025-05-07","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
"199",KOZI Capital One,CreditCard,"1168",KCredit Card Vendor,Vendor,False,"73.17",{http://schema.intuit.com/finance/v3}NameValue,com.intuit.schema.finance.v3.NameValue,javax.xml.bind.JAXBElement$GlobalScope,TxnType,"54",False,True,False,QBO,False,"42194","0","2025-05-19T14:48:03-07:00","2025-05-19T14:48:03-07:00",,"2025-05-12","2",Kohala Zipline,USD,United States Dollar,ALOHAXXXXXXXXXXXXQPS - 3567,,,,,,,,,,,,,,
