"Id","Description","Amount","DetailType","AccountBasedExpenseLineDetail.ClassRef.value","AccountBasedExpenseLineDetail.ClassRef.name","AccountBasedExpenseLineDetail.AccountRef.value","AccountBasedExpenseLineDetail.AccountRef.name","AccountBasedExpenseLineDetail.BillableStatus","AccountBasedExpenseLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","AccountBasedExpenseLineDetail.CustomerRef.value","AccountBasedExpenseLineDetail.CustomerRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","ProjectRef.value","AccountBasedExpenseLineDetail.MarkupInfo.Percent","Parent_Entity"
"1",,"1276.15",AccountBasedExpenseLineDetail,"842103",KOZICO,"192",KOZI Operating Account,NotBillable,NON,"41353","2025-04-28",,,,,,,,Purchase
"1",Gross Wages,"74521.47",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"2",FICA-Social Security,"4584.09",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"3",FICA-Medicare,"1072.1",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"4",Federal Unemployment,"14.75",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"5",State Unemployment,"752.67",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"6",Hawaii TDI,"338.36",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"7",EPLI,"186.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"8",Workers Comp,"3818.49",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"9",Admin Fees,"852.5",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"10",T&A Fees,"31.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"11",Sales Tax,"41.54",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"12",Employee Deductions,-8112.09,AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41434","2025-05-07",Online,,,,,,,Purchase
"40",Gross Wages,"36412.69",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"41",FICA-Social Security,"2243.9",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"42",FICA-Medicare,"524.8",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"43",Federal Unemployment,"30.79",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"44",State Unemployment,"359.94",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"45",Hawaii TDI,"178.2",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"46",EPLI,"91.03",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"47",Workers Comp,"3537.12",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"48",Admin Fee,"605.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"49",T&A Fees,"22.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"50",Sales Tax,"29.48",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"51",Employee Deductions,-725.53,AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"52",Net Checks,-2094.99,AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41435","2025-05-07","3043.70",,,,,,,Purchase
"2",,"7500.38",AccountBasedExpenseLineDetail,"842100",HFTCO,"50",Accrued Payroll,NotBillable,NON,"41443","2025-05-15",online,,,,,,,Purchase
"1",,"10743.08",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"41699","2025-05-12",,,,,,,,Purchase
"1",,"33849.88",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"41700","2025-05-12",,,,,,,,Purchase
"1",AUTOPAY XXXXXXXX5425274RAUTOPAY AUTO-PMT,"6198.29",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"41706","2025-05-07",,,,,,,,Purchase
"1",,"73.68",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"41711","2025-05-05",online,,,,,,,Purchase
"2",Intuit Dues,"73.67",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,HasBeenBilled,NON,"41711","2025-05-05",online,"63",Kohala Zipline LLC,"41712",ReimburseCharge,,"0.0",Purchase
"1",,"3.91",AccountBasedExpenseLineDetail,"842100",HFTCO,"155",Credit Card Fees,NotBillable,NON,"41717","2025-05-05",,,,,,,,Purchase
"1",,"5163.05",AccountBasedExpenseLineDetail,"842100",HFTCO,"123",HFT Boh Trust Sweep Acct,NotBillable,NON,"41719","2025-05-09",,,,,,,,Purchase
"1",,"2774.45",AccountBasedExpenseLineDetail,"842100",HFTCO,"123",HFT Boh Trust Sweep Acct,NotBillable,NON,"41720","2025-05-08",,,,,,,,Purchase
"1",,"24897.17",AccountBasedExpenseLineDetail,"842100",HFTCO,"125",HFT Operating Account,NotBillable,NON,"41729","2025-05-12",,,,,,,,Purchase
"1",,"508.03",AccountBasedExpenseLineDetail,"842103",KOZICO,"50",Accrued Payroll,NotBillable,NON,"41740","2025-05-09",,,,,,,,Purchase
"1",,"10264.94",AccountBasedExpenseLineDetail,"842103",KOZICO,"192",KOZI Operating Account,NotBillable,NON,"41746","2025-05-12",,,,,,,,Purchase
"1",KONA LOCK & SECURITY - 2539,"314.04",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41752","2025-04-22",,,,,,,,Purchase
"1",MINIT STOP HAWI - 2539,"81.92",AccountBasedExpenseLineDetail,"842103",KOZICO,"156",Fuel,NotBillable,NON,"41753","2025-04-12",,,,,,,,Purchase
"1",TST*MIYOS RESTAURANT - 2539,"92.78",AccountBasedExpenseLineDetail,"842103",KOZICO,"112",Meals & Entertainment,NotBillable,NON,"41754","2025-04-28",,,,,,,,Purchase
"1",SP ROPESGEAR.COM - 3567,"1104.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41756","2025-04-10",,,,,,,,Purchase
"1",TX SAFETY - 3567- gloves,"448.63",AccountBasedExpenseLineDetail,"842103",KOZICO,"102",Outfitting,NotBillable,NON,"41757","2025-04-12",,,,,,,,Purchase
"1",eBay O*21-12923-55892 - 3567,"11.35",AccountBasedExpenseLineDetail,"842103",KOZICO,"101",General,NotBillable,NON,"41758","2025-04-10",,,,,,,,Purchase
"1",ALL DADE LAWNMOWERS - 3567 trimmer head,"108.97",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41759","2025-04-17",,,,,,,,Purchase
"1",POWER MOWER SALES WEB - 3567 deck lift and pump drive,"189.18",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41760","2025-04-28",,,,,,,,Purchase
"1",PAYPAL *ACCT - 3567- Jake Inspector Exam,"310.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"86",Education & Seminars,NotBillable,NON,"41761","2025-05-02",,,,,,,,Purchase
"1",IN *ASSOCIATION FOR CH - 3567- Chris-Insp Exam,"300.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"86",Education & Seminars,NotBillable,NON,"41764","2025-05-02",,,,,,,,Purchase
"1",AUTOHAUSAZ - 3567,"43.97",AccountBasedExpenseLineDetail,"842103",KOZICO,"101",General,NotBillable,NON,"41765","2025-05-02",,,,,,,,Purchase
"1",ALOHAXXXXXXXXXXXXQPS - 3567,"72.26",AccountBasedExpenseLineDetail,"842103",KOZICO,"156",Fuel,NotBillable,NON,"41766","2025-05-02",,,,,,,,Purchase
"1",FACEBK *DA7PPPLQP2 - 2436,"942.41",AccountBasedExpenseLineDetail,"842103",KOZICO,"109",Advertising,NotBillable,NON,"41767","2025-04-08",,,,,,,,Purchase
"1",FACEBK *L5PBZR4QP2 - 2436,"761.63",AccountBasedExpenseLineDetail,"842103",KOZICO,"109",Advertising,NotBillable,NON,"41768","2025-04-14",,,,,,,,Purchase
"1",FACEBK *U68YCQCQP2 - 2436,"942.41",AccountBasedExpenseLineDetail,"842103",KOZICO,"109",Advertising,NotBillable,NON,"41769","2025-04-26",,,,,,,,Purchase
"1",FACEBK *SV7F8RGQP2 - 2436,"942.41",AccountBasedExpenseLineDetail,"842103",KOZICO,"109",Advertising,NotBillable,NON,"41770","2025-04-21",,,,,,,,Purchase
"1",AMAZON MKTPL*IA3992OI3 - 2436 scag cap,"15.68",AccountBasedExpenseLineDetail,"842103",KOZICO,"175",Auto R&M,NotBillable,NON,"41772","2025-04-30",,,,,,,,Purchase
"1",AMAZON MKTPL*NB5R89MB2 - 2436- drive belt and idler arm,"345.93",AccountBasedExpenseLineDetail,"842103",KOZICO,"175",Auto R&M,NotBillable,NON,"41773","2025-04-30",,,,,,,,Purchase
"1",AMAZON MKTPL*N24AT7940 - 2436 drive belt,"48.95",AccountBasedExpenseLineDetail,"842103",KOZICO,"175",Auto R&M,NotBillable,NON,"41774","2025-05-02",,,,,,,,Purchase
"1",AMAZON MKTPL*NB7NA9IQ2 - 2436 drive belt,"29.31",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41775","2025-05-02",,,,,,,,Purchase
"1",AMAZON MKTPL*N21TI2WC1 - 2436deck idler,"61.72",AccountBasedExpenseLineDetail,"842103",KOZICO,"93",Equipment,NotBillable,NON,"41776","2025-05-02",,,,,,,,Purchase
"1",Amazon.com*NB0CS2U52 - 2436 igloo coolers,"62.8",AccountBasedExpenseLineDetail,"842103",KOZICO,"102",Outfitting,NotBillable,NON,"41777","2025-05-02",,,,,,,,Purchase
"1",Amazon.com*N24QA29U1 - 2436 rubbermaid totes,"57.58",AccountBasedExpenseLineDetail,"842103",KOZICO,"102",Outfitting,NotBillable,NON,"41778","2025-05-02",,,,,,,,Purchase
"1",SP HIGH COUNTRY HARD - 3567,"694.06",AccountBasedExpenseLineDetail,"842103",KOZICO,"102",Outfitting,NotBillable,NON,"41779","2025-04-26",,,,,,,,Purchase
"1",SEPW.COM - 3567,"134.7",AccountBasedExpenseLineDetail,"842103",KOZICO,"102",Outfitting,NotBillable,NON,"41780","2025-04-28",,,,,,,,Purchase
"1",SEPW.COM - 3567,"40.0",AccountBasedExpenseLineDetail,"842103",KOZICO,"101",General,NotBillable,NON,"41781","2025-04-30",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"72.93",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41783","2025-05-07",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"80.38",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41782","2025-05-07",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"85.44",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41790","2025-05-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"67.29",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41789","2025-05-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"68.98",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41788","2025-05-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"25.17",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41787","2025-05-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"68.71",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41786","2025-05-05",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"74.32",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41785","2025-05-06",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"75.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41784","2025-05-06",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"94.48",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41796","2025-05-01",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.57",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41795","2025-05-02",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.35",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41794","2025-05-02",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"81.67",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41793","2025-05-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"75.56",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41792","2025-05-03",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"65.09",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41791","2025-05-04",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"55.53",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41803","2025-04-28",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"22.58",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41802","2025-04-29",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"90.89",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41801","2025-04-30",,,,,,,,Purchase
"1",TST*HONOLULU COFFEE - PR HONOLULU IL,"33.32",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"41800","2025-04-30",,,,,,,,Purchase
"1",Google GSUITE_birdfesthaw650-2530000 CA,"7.54",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41799","2025-05-01",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"88.42",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41798","2025-05-01",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"85.32",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41797","2025-05-01",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"74.01",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41810","2025-04-25",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"83.68",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41809","2025-04-25",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"71.51",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41808","2025-04-27",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"41.86",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41807","2025-04-27",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"85.9",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41806","2025-04-27",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"69.7",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41805","2025-04-28",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"54.18",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41804","2025-04-28",,,,,,,,Purchase
"1",TST*HONOLULU COFFEE - PR HONOLULU IL,"33.32",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"41814","2025-04-15",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"64.24",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41813","2025-04-24",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"89.14",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41812","2025-04-24",,,,,,,,Purchase
"1",COSTCO GAS #0140 KAILUA KONA HI,"50.98",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41811","2025-04-25",,,,,,,,Purchase
"1",APPLE.COM/BILL 866-712-7753 CA,"1.04",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"41815","2025-05-08",,,,,,,,Purchase
"1",STAMPS.COM 855-608-2677 TX,"21.3",AccountBasedExpenseLineDetail,"842100",HFTCO,"118",Postage & Delivery,NotBillable,NON,"41816","2025-04-28",,,,,,,,Purchase
"1",PAYPAL *NY TIMES NYTIMES 402-935-7733 NY,"24.04",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"41817","2025-04-19",,,,,,,,Purchase
"1",APPLE.COM/BILL 866-712-7753 CA,"1.04",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"41818","2025-04-09",,,,,,,,Purchase
"1",FSP*CREATIVE ARTS HAWA - 6677,"112.16",AccountBasedExpenseLineDetail,"842100",HFTCO,"147",Payroll Related Expenses,NotBillable,NON,"41824","2025-05-08",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41825","2025-05-09",,,,,,,,Purchase
"1",FACEBK *JVZXFQGYN2 - 9971,"604.74",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41826","2025-05-09",,,,,,,,Purchase
"1",MERCEDES-BENZ OF HONOL - 6677,"916.25",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"41827","2025-05-08",,,,,,,,Purchase
"1",SQ *RHIZA PERFORMANCE - 4133,"129.85",AccountBasedExpenseLineDetail,"847966",HFT3,"120",Miscellaneous,NotBillable,NON,"41828","2025-05-07",,,,,,,,Purchase
"1",MERCEDES-BENZ OF HONOL - 6677,"542.7",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"41829","2025-05-07",,,,,,,,Purchase
"1",FACEBK *P8TT8QGYN2 - 9971,"2094.24",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41830","2025-05-06",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41831","2025-05-05",,,,,,,,Purchase
"1",SHELL OILXXXXXXXXXXXX - 5484,"89.36",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41832","2025-05-03",,,,,,,,Purchase
"1",HELE 61201 - 4133,"80.16",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41833","2025-05-02",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"109.94",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41834","2025-05-02",,,,,,,,Purchase
"1",RIGHTWORKS - 6677,"35.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"114",Dues & Subscriptions,NotBillable,NON,"41835","2025-05-01",,,,,,,,Purchase
"1",SP BIG ISLAND MEADERY - 4133,"38.73",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"41836","2025-05-01",,,,,,,,Purchase
"1",MERCEDES-BENZ OF HONOL - 4397,"265.81",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"41837","2025-04-29",,,,,,,,Purchase
"1",MAGPIE TRAVEL - 9971,"69.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41838","2025-05-01",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41839","2025-04-30",,,,,,,,Purchase
"1",SQ *WAIMEA BUTCHER SHO - 4133,"60.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"41840","2025-04-30",,,,,,,,Purchase
"1",Hubspot Inc. - 6677,"472.08",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,HasBeenBilled,NON,"41841","2025-04-29",,"63",Kohala Zipline LLC,"42016",ReimburseCharge,,"0.0",Purchase
"2",,"472.07",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"41841","2025-04-29",,,,,,,,Purchase
"1",IN *SEAN C. JONES - 6677,"650.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"41842","2025-04-29",,,,,,,,Purchase
"1",MERCEDES-BENZ OF HONOL - 6677,"997.84",AccountBasedExpenseLineDetail,"842100",HFTCO,"175",Auto R&M,NotBillable,NON,"41843","2025-04-29",,,,,,,,Purchase
"1",WAL-MART #2321 - 9187,"52.4",AccountBasedExpenseLineDetail,"842100",HFTCO,"151",Catering,NotBillable,NON,"41844","2025-04-28",,,,,,,,Purchase
"1",THE HOME DEPOT #1704 - 4639,"46.04",AccountBasedExpenseLineDetail,"842100",HFTCO,"101",General,NotBillable,NON,"41845","2025-04-28",,,,,,,,Purchase
"1",FACEBK *NHY7SQ4ZN2 - 9971,"2094.24",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41846","2025-04-28",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41847","2025-04-26",,,,,,,,Purchase
"1",KILAUEA - 4133,"82.59",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41848","2025-04-26",,,,,,,,Purchase
"1",ADOBE INC. - 5484,"20.93",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"41849","2025-04-26",,,,,,,,Purchase
"1",SHELL OILXXXXXXXXXXXX - 4133,"75.66",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41850","2025-04-22",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41851","2025-04-22",,,,,,,,Purchase
"1",SAFEWAY FUEL 5814 - 5484,"67.37",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41852","2025-04-21",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41853","2025-04-19",,,,,,,,Purchase
"1",TEXACO 0203736 - 4133,"54.46",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41854","2025-04-21",,,,,,,,Purchase
"1",FACEBK *8EBZFPUYN2 - 9971,"2094.24",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41855","2025-04-18",,,,,,,,Purchase
"1",MICROSOFT*ADS-F120G185 - 9971,"472.68",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41856","2025-04-17",,,,,,,,Purchase
"1",RUM FIRE - 4133,"112.15",AccountBasedExpenseLineDetail,"842100",HFTCO,"112",Meals & Entertainment,NotBillable,NON,"41857","2025-04-17",,,,,,,,Purchase
"1",WEB*NETWORKSOLUTIONS - 6677,"41.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"41858","2025-04-15",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41859","2025-04-15",,,,,,,,Purchase
"1",NKCRC - 4133,"60.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41860","2025-04-14",,,,,,,,Purchase
"1",WEB*NETWORKSOLUTIONS - 6677,"66.56",AccountBasedExpenseLineDetail,"842100",HFTCO,"110",Cost of Sales,NotBillable,NON,"41861","2025-04-12",,,,,,,,Purchase
"1",HELE 61089 - 5484,"70.53",AccountBasedExpenseLineDetail,"842100",HFTCO,"156",Fuel,NotBillable,NON,"41862","2025-04-12",,,,,,,,Purchase
"1",Google ADSXXXXXX9530 - 9971,"500.0",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41863","2025-04-12",,,,,,,,Purchase
"1",HAWAIIANXXXXXXXXXXXXXX - 9971,"159.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"41864","2025-04-12",,,,,,,,Purchase
"1",FACEBK *YH9VRZ8ZN2 - 9971,"898.14",AccountBasedExpenseLineDetail,"842100",HFTCO,"109",Advertising,NotBillable,NON,"41865","2025-04-09",,,,,,,,Purchase
"1",HAWAIIANXXXXXXXXXXXXXX - 9971,"159.6",AccountBasedExpenseLineDetail,"842100",HFTCO,"111",Travel,NotBillable,NON,"41866","2025-04-12",,,,,,,,Purchase
