"Id","LineNum","Amount","DetailType","DepositLineDetail.Entity.value","DepositLineDetail.Entity.name","DepositLineDetail.Entity.type","DepositLineDetail.ClassRef.value","DepositLineDetail.ClassRef.name","DepositLineDetail.AccountRef.value","DepositLineDetail.AccountRef.name","Parent_Id","TxnDate","DocNumber","DepositLineDetail.CheckNum","Description","DepositLineDetail.PaymentMethodRef.value","DepositLineDetail.PaymentMethodRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","ProjectRef.value","Parent_Entity"
,,"6.81",,,,,,,,,"43746","2025-02-27",,,#5146,,,"43644",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43746","2025-02-27",,,#5145,,,"43645",SalesReceipt,"0",,Deposit
"1","1.0",-13.88,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43746","2025-02-27",,,,,,,,,,Deposit
,,"23.04",,,,,,,,,"43747","2025-02-26",,,#5133,,,"43563",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"43747","2025-02-26",,,#5132,,,"43564",SalesReceipt,"0",,Deposit
,,"98.43",,,,,,,,,"43747","2025-02-26",,,#5131,,,"43565",SalesReceipt,"0",,Deposit
,,"46.07",,,,,,,,,"43747","2025-02-26",,,#5134,,,"43562",SalesReceipt,"0",,Deposit
,,"32.43",,,,,,,,,"43747","2025-02-26",,,#5137,,,"43623",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"43747","2025-02-26",,,#5136,,,"43624",SalesReceipt,"0",,Deposit
,,"40.84",,,,,,,,,"43747","2025-02-26",,,#5135,,,"43625",SalesReceipt,"0",,Deposit
"1","1.0",-8.7,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43747","2025-02-26",,,,,,,,,,Deposit
,,"77.49",,,,,,,,,"43748","2025-02-25",,,#5122,,,"43554",SalesReceipt,"0",,Deposit
,,"72.25",,,,,,,,,"43748","2025-02-25",,,#5121,,,"43555",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43748","2025-02-25",,,#5120,,,"43556",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43748","2025-02-25",,,#5119,,,"43557",SalesReceipt,"0",,Deposit
,,"5.24",,,,,,,,,"43748","2025-02-25",,,#5118,,,"43558",SalesReceipt,"0",,Deposit
,,"261.78",,,,,,,,,"43748","2025-02-25",,,#5117,,,"43559",SalesReceipt,"0",,Deposit
,,"73.3",,,,,,,,,"43748","2025-02-25",,,#5124,,,"43552",SalesReceipt,"0",,Deposit
,,"37.7",,,,,,,,,"43748","2025-02-25",,,#5123,,,"43553",SalesReceipt,"0",,Deposit
,,"124.61",,,,,,,,,"43748","2025-02-25",,,#5129,,,"43566",SalesReceipt,"0",,Deposit
,,"105.76",,,,,,,,,"43748","2025-02-25",,,#5128,,,"43567",SalesReceipt,"0",,Deposit
,,"20.93",,,,,,,,,"43748","2025-02-25",,,#5127,,,"43568",SalesReceipt,"0",,Deposit
,,"72.25",,,,,,,,,"43748","2025-02-25",,,#5126,,,"43569",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43748","2025-02-25",,,#5125,,,"43570",SalesReceipt,"0",,Deposit
"1","1.0",-25.97,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43748","2025-02-25",,,,,,,,,,Deposit
,,"11.51",,,,,,,,,"43749","2025-02-24",,,#5086,,,"43592",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43749","2025-02-24",,,#5085,,,"43593",SalesReceipt,"0",,Deposit
,,"82.72",,,,,,,,,"43749","2025-02-24",,,#5088,,,"43600",SalesReceipt,"0",,Deposit
,,"15.71",,,,,,,,,"43749","2025-02-24",,,#5087,,,"43601",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43749","2025-02-24",,,#5094,,,"43594",SalesReceipt,"0",,Deposit
,,"20.92",,,,,,,,,"43749","2025-02-24",,,#5093,,,"43595",SalesReceipt,"0",,Deposit
,,"49.16",,,,,,,,,"43749","2025-02-24",,,#5092,,,"43596",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"43749","2025-02-24",,,#5091,,,"43597",SalesReceipt,"0",,Deposit
,,"102.61",,,,,,,,,"43749","2025-02-24",,,#5090,,,"43598",SalesReceipt,"0",,Deposit
,,"52.35",,,,,,,,,"43749","2025-02-24",,,#5089,,,"43599",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"43749","2025-02-24",,,#5096,,,"43610",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"43749","2025-02-24",,,#5095,,,"43611",SalesReceipt,"0",,Deposit
,,"25.65",,,,,,,,,"43749","2025-02-24",,,#5102,,,"43614",SalesReceipt,"0",,Deposit
,,"69.11",,,,,,,,,"43749","2025-02-24",,,#5101,,,"43615",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43749","2025-02-24",,,#5100,,,"43616",SalesReceipt,"0",,Deposit
,,"8.38",,,,,,,,,"43749","2025-02-24",,,#5103,,,"43613",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"43749","2025-02-24",,,#5116,,,"43560",SalesReceipt,"0",,Deposit
,,"130.89",,,,,,,,,"43749","2025-02-24",,,#5115,,,"43561",SalesReceipt,"0",,Deposit
,,"47.12",,,,,,,,,"43749","2025-02-24",,,#5104,,,"43612",SalesReceipt,"0",,Deposit
,,"19.88",,,,,,,,,"43749","2025-02-24",,,#5108,,,"43626",SalesReceipt,"0",,Deposit
,,"56.55",,,,,,,,,"43749","2025-02-24",,,#5107,,,"43627",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"43749","2025-02-24",,,#5106,,,"43628",SalesReceipt,"0",,Deposit
,,"46.08",,,,,,,,,"43749","2025-02-24",,,#5105,,,"43629",SalesReceipt,"0",,Deposit
,,"36.65",,,,,,,,,"43749","2025-02-24",,,#5114,,,"43630",SalesReceipt,"0",,Deposit
,,"33.51",,,,,,,,,"43749","2025-02-24",,,#5113,,,"43631",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43749","2025-02-24",,,#5112,,,"43632",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43749","2025-02-24",,,#5111,,,"43633",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43749","2025-02-24",,,#5110,,,"43634",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"43749","2025-02-24",,,#5109,,,"43635",SalesReceipt,"0",,Deposit
"30","1.0",-33.68,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43749","2025-02-24",,,,,,,,,,Deposit
,,"25.13",,,,,,,,,"43750","2025-02-21",,,#5084,,,"43582",SalesReceipt,"0",,Deposit
,,"41.88",,,,,,,,,"43750","2025-02-21",,,#5083,,,"43712",SalesReceipt,"0",,Deposit
,,"18.84",,,,,,,,,"43750","2025-02-21",,,#5082,,,"43713",SalesReceipt,"0",,Deposit
,,"88.97",,,,,,,,,"43750","2025-02-21",,,#5081,,,"43714",SalesReceipt,"0",,Deposit
"1","1.0",-6.28,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43750","2025-02-21",,,,,,,,,,Deposit
,,"56.55",,,,,,,,,"43752","2025-02-20",,,#5072,,,"43692",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"43752","2025-02-20",,,#5071,,,"43693",SalesReceipt,"0",,Deposit
,,"30.37",,,,,,,,,"43752","2025-02-20",,,#5074,,,"43700",SalesReceipt,"0",,Deposit
,,"124.56",,,,,,,,,"43752","2025-02-20",,,#5073,,,"43701",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43752","2025-02-20",,,#5075,,,"43708",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43752","2025-02-20",,,#5076,,,"43718",SalesReceipt,"0",,Deposit
,,"2.09",,,,,,,,,"43752","2025-02-20",,,#5077,,,"43727",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43752","2025-02-20",,,#5080,,,"43715",SalesReceipt,"0",,Deposit
,,"97.91",,,,,,,,,"43752","2025-02-20",,,#5079,,,"43716",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43752","2025-02-20",,,#5078,,,"43717",SalesReceipt,"0",,Deposit
"1","1.0",-10.1,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43752","2025-02-20",,,,,,,,,,Deposit
,,"71.2",,,,,,,,,"43753","2025-02-19",,,#5060,,,"43676",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43753","2025-02-19",,,#5058,,,"43677",SalesReceipt,"0",,Deposit
,,"47.12",,,,,,,,,"43753","2025-02-19",,,#5057,,,"43678",SalesReceipt,"0",,Deposit
,,"7.08",,,,,,,,,"43753","2025-02-19",,,#5059,,,"43725",SalesReceipt,"0",,Deposit
,,"146.08",,,,,,,,,"43753","2025-02-19",,,#5061,,,"43728",SalesReceipt,"0",,Deposit
,,"43.97",,,,,,,,,"43753","2025-02-19",,,#5064,,,"43679",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"43753","2025-02-19",,,#5063,,,"43680",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43753","2025-02-19",,,#5062,,,"43681",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43753","2025-02-19",,,#5070,,,"43694",SalesReceipt,"0",,Deposit
,,"50.26",,,,,,,,,"43753","2025-02-19",,,#5069,,,"43695",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43753","2025-02-19",,,#5068,,,"43696",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43753","2025-02-19",,,#5067,,,"43697",SalesReceipt,"0",,Deposit
,,"49.21",,,,,,,,,"43753","2025-02-19",,,#5066,,,"43698",SalesReceipt,"0",,Deposit
,,"54.43",,,,,,,,,"43753","2025-02-19",,,#5065,,,"43699",SalesReceipt,"0",,Deposit
"1","1.0",-15.55,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43753","2025-02-19",,,,,,,,,,Deposit
,,"37.18",,,,,,,,,"43754","2025-02-14",,,#5044,,,"43646",SalesReceipt,"0",,Deposit
,,"94.19",,,,,,,,,"43754","2025-02-14",,,#5043,,,"43647",SalesReceipt,"0",,Deposit
,,"8.37",,,,,,,,,"43754","2025-02-14",,,#5042,,,"43648",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43754","2025-02-14",,,#5041,,,"43649",SalesReceipt,"0",,Deposit
,,"64.92",,,,,,,,,"43754","2025-02-14",,,#5049,,,"43659",SalesReceipt,"0",,Deposit
,,"64.92",,,,,,,,,"43754","2025-02-14",,,#5048,,,"43660",SalesReceipt,"0",,Deposit
,,"21.97",,,,,,,,,"43754","2025-02-14",,,#5047,,,"43661",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43754","2025-02-14",,,#5046,,,"43662",SalesReceipt,"0",,Deposit
,,"21.97",,,,,,,,,"43754","2025-02-14",,,#5045,,,"43663",SalesReceipt,"0",,Deposit
,,"17.59",,,,,,,,,"43754","2025-02-14",,,#5050,,,"43729",SalesReceipt,"0",,Deposit
,,"68.06",,,,,,,,,"43754","2025-02-14",,,#5054,,,"43664",SalesReceipt,"0",,Deposit
,,"141.36",,,,,,,,,"43754","2025-02-14",,,#5053,,,"43665",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43754","2025-02-14",,,#5052,,,"43666",SalesReceipt,"0",,Deposit
,,"60.47",,,,,,,,,"43754","2025-02-14",,,#5056,,,"43726",SalesReceipt,"0",,Deposit
,,"40.31",,,,,,,,,"43754","2025-02-14",,,#5055,,,"43731",SalesReceipt,"0",,Deposit
,,"38.12",,,,,,,,,"43754","2025-02-14",,,#5051,,,"43732",SalesReceipt,"0",,Deposit
"1","1.0",-20.37,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43754","2025-02-14",,,,,,,,,,Deposit
,,"29.32",,,,,,,,,"43755","2025-02-13",,,#5039,,,"43547",SalesReceipt,"0",,Deposit
,,"14.66",,,,,,,,,"43755","2025-02-13",,,#5040,,,"43650",SalesReceipt,"0",,Deposit
"1","1.0",-1.19,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43755","2025-02-13",,,,,,,,,,Deposit
,,"25.13",,,,,,,,,"43756","2025-02-12",,,#5032,,,"43544",SalesReceipt,"0",,Deposit
,,"41.88",,,,,,,,,"43756","2025-02-12",,,#5031,,,"43545",SalesReceipt,"0",,Deposit
,,"43.98",,,,,,,,,"43756","2025-02-12",,,#5029,,,"43546",SalesReceipt,"0",,Deposit
,,"175.29",,,,,,,,,"43756","2025-02-12",,,#5030,,,"43730",SalesReceipt,"0",,Deposit
,,"49.16",,,,,,,,,"43756","2025-02-12",,,#5034,,,"43542",SalesReceipt,"0",,Deposit
,,"41.88",,,,,,,,,"43756","2025-02-12",,,#5033,,,"43543",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43756","2025-02-12",,,#5038,,,"43548",SalesReceipt,"0",,Deposit
,,"9.41",,,,,,,,,"43756","2025-02-12",,,#5037,,,"43549",SalesReceipt,"0",,Deposit
,,"125.6",,,,,,,,,"43756","2025-02-12",,,#5036,,,"43550",SalesReceipt,"0",,Deposit
,,"35.6",,,,,,,,,"43756","2025-02-12",,,#5035,,,"43551",SalesReceipt,"0",,Deposit
"1","1.0",-15.1,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43756","2025-02-12",,,,,,,,,,Deposit
,,"39.79",,,,,,,,,"43757","2025-02-11",,,#5023,,,"43575",SalesReceipt,"0",,Deposit
,,"59.69",,,,,,,,,"43757","2025-02-11",,,#5022,,,"43576",SalesReceipt,"0",,Deposit
,,"39.77",,,,,,,,,"43757","2025-02-11",,,#5028,,,"43538",SalesReceipt,"0",,Deposit
,,"27.23",,,,,,,,,"43757","2025-02-11",,,#5027,,,"43539",SalesReceipt,"0",,Deposit
,,"18.85",,,,,,,,,"43757","2025-02-11",,,#5026,,,"43540",SalesReceipt,"0",,Deposit
,,"23.04",,,,,,,,,"43757","2025-02-11",,,#5025,,,"43541",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43757","2025-02-11",,,#5024,,,"43572",SalesReceipt,"0",,Deposit
"1","1.0",-5.73,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43757","2025-02-11",,,,,,,,,,Deposit
,,"31.41",,,,,,,,,"43959","2025-03-07",,,#5214,,,"43667",SalesReceipt,"0",,Deposit
,,"98.43",,,,,,,,,"43959","2025-03-07",,,#5228,,,"43808",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43959","2025-03-07",,,#5227,,,"43809",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43959","2025-03-07",,,#5225,,,"43812",SalesReceipt,"0",,Deposit
,,"48.17",,,,,,,,,"43959","2025-03-07",,,#5224,,,"43899",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"43959","2025-03-07",,,#5221,,,"43902",SalesReceipt,"0",,Deposit
,,"58.59",,,,,,,,,"43959","2025-03-07",,,#5223,,,"43903",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43959","2025-03-07",,,#5222,,,"43904",SalesReceipt,"0",,Deposit
,,"113.09",,,,,,,,,"43959","2025-03-07",,,#5217,,,"43905",SalesReceipt,"0",,Deposit
,,"121.41",,,,,,,,,"43959","2025-03-07",,,#5216,,,"43907",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43959","2025-03-07",,,#5219,,,"43909",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43959","2025-03-07",,,#5218,,,"43910",SalesReceipt,"0",,Deposit
,,"24.92",,,,,,,,,"43959","2025-03-07",,,#5220,,,"43951",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43959","2025-03-07",,,#5215,,,"43571",SalesReceipt,"0",,Deposit
,,"9.43",,,,,,,,,"43959","2025-03-07",,,#5226,,,"43810",SalesReceipt,"0",,Deposit
"14","1.0",-18.01,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43959","2025-03-07",,,,,,,,,,Deposit
,,"11.0",,,,,,,,,"43960","2025-03-10",,,#5229,,,"43825",SalesReceipt,"0",,Deposit
,,"58.64",,,,,,,,,"43960","2025-03-10",,,#5233,,,"43819",SalesReceipt,"0",,Deposit
,,"113.04",,,,,,,,,"43960","2025-03-10",,,#5232,,,"43820",SalesReceipt,"0",,Deposit
,,"98.42",,,,,,,,,"43960","2025-03-10",,,#5231,,,"43821",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43960","2025-03-10",,,#5230,,,"43823",SalesReceipt,"0",,Deposit
,,"43.99",,,,,,,,,"43960","2025-03-10",,,#5234,,,"43818",SalesReceipt,"0",,Deposit
"6","1.0",-9.89,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43960","2025-03-10",,,,,,,,,,Deposit
,,"57.59",,,,,,,,,"43961","2025-03-11",,,#5237,,,"43835",SalesReceipt,"0",,Deposit
,,"45.03",,,,,,,,,"43961","2025-03-11",,,#5236,,,"43836",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43961","2025-03-11",,,#5235,,,"43837",SalesReceipt,"0",,Deposit
"1","1.0",-2.88,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43961","2025-03-11",,,,,,,,,,Deposit
,,"11.51",,,,,,,,,"43962","2025-03-12",,,#5239,,,"43833",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43962","2025-03-12",,,#5238,,,"43834",SalesReceipt,"0",,Deposit
,,"104.71",,,,,,,,,"43962","2025-03-12",,,#5240,,,"43846",SalesReceipt,"0",,Deposit
,,"131.42",,,,,,,,,"43962","2025-03-12",,,#5241,,,"43844",SalesReceipt,"0",,Deposit
"4","1.0",-7.26,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43962","2025-03-12",,,,,,,,,,Deposit
,,"18.85",,,,,,,,,"43963","2025-03-13",,,#5243,,,"43840",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43963","2025-03-13",,,#5242,,,"43842",SalesReceipt,"0",,Deposit
,,"58.02",,,,,,,,,"43963","2025-03-13",,,#5244,,,"43949",SalesReceipt,"0",,Deposit
"1","1.0",-2.76,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43963","2025-03-13",,,,,,,,,,Deposit
,,"91.1",,,,,,,,,"43964","2025-03-14",,,#5249,,,"43852",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43964","2025-03-14",,,#5246,,,"43854",SalesReceipt,"0",,Deposit
,,"71.51",,,,,,,,,"43964","2025-03-14",,,#5247,,,"43955",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43964","2025-03-14",,,#5250,,,"43851",SalesReceipt,"0",,Deposit
,,"162.31",,,,,,,,,"43964","2025-03-14",,,#5254,,,"43857",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43964","2025-03-14",,,#5253,,,"43859",SalesReceipt,"0",,Deposit
,,"98.43",,,,,,,,,"43964","2025-03-14",,,#5252,,,"43861",SalesReceipt,"0",,Deposit
,,"56.54",,,,,,,,,"43964","2025-03-14",,,#5251,,,"43863",SalesReceipt,"0",,Deposit
,,"51.31",,,,,,,,,"43964","2025-03-14",,,#5256,,,"43874",SalesReceipt,"0",,Deposit
,,"4.19",,,,,,,,,"43964","2025-03-14",,,#5255,,,"43875",SalesReceipt,"0",,Deposit
,,"52.36",,,,,,,,,"43964","2025-03-14",,,#5261,,,"43869",SalesReceipt,"0",,Deposit
,,"105.74",,,,,,,,,"43964","2025-03-14",,,#5260,,,"43870",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43964","2025-03-14",,,#5259,,,"43871",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43964","2025-03-14",,,#5258,,,"43872",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43964","2025-03-14",,,#5257,,,"43873",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43964","2025-03-14",,,#5262,,,"43876",SalesReceipt,"0",,Deposit
,,"48.17",,,,,,,,,"43964","2025-03-14",,,#5268,,,"43890",SalesReceipt,"0",,Deposit
,,"40.84",,,,,,,,,"43964","2025-03-14",,,#5267,,,"43891",SalesReceipt,"0",,Deposit
,,"175.92",,,,,,,,,"43964","2025-03-14",,,#5266,,,"43892",SalesReceipt,"0",,Deposit
,,"72.25",,,,,,,,,"43964","2025-03-14",,,#5265,,,"43893",SalesReceipt,"0",,Deposit
,,"41.36",,,,,,,,,"43964","2025-03-14",,,#5264,,,"43947",SalesReceipt,"0",,Deposit
,,"139.58",,,,,,,,,"43964","2025-03-14",,,#5263,,,"43953",SalesReceipt,"0",,Deposit
,,"96.85",,,,,,,,,"43964","2025-03-14",,,#5269,,,"43889",SalesReceipt,"0",,Deposit
"1","1.0",-39.55,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43964","2025-03-14",,,,,,,,,,Deposit
,,"25.13",,,,,,,,,"43965","2025-03-17",,,#5272,,,"43887",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"43965","2025-03-17",,,#5271,,,"43888",SalesReceipt,"0",,Deposit
,,"48.17",,,,,,,,,"43965","2025-03-17",,,#5273,,,"43894",SalesReceipt,"0",,Deposit
,,"131.05",,,,,,,,,"43965","2025-03-17",,,#5270,,,"43946",SalesReceipt,"0",,Deposit
"1","1.0",-5.89,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43965","2025-03-17",,,,,,,,,,Deposit
,,"56.55",,,,,,,,,"43968","2025-03-19",,,#5275,,,"43897",SalesReceipt,"0",,Deposit
,,"13.6",,,,,,,,,"43968","2025-03-19",,,#5280,,,"43911",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43968","2025-03-19",,,#5279,,,"43912",SalesReceipt,"0",,Deposit
,,"29.32",,,,,,,,,"43968","2025-03-19",,,#5278,,,"43913",SalesReceipt,"0",,Deposit
,,"40.84",,,,,,,,,"43968","2025-03-19",,,#5277,,,"43914",SalesReceipt,"0",,Deposit
,,"73.3",,,,,,,,,"43968","2025-03-19",,,#5276,,,"43915",SalesReceipt,"0",,Deposit
,,"62.15",,,,,,,,,"43968","2025-03-19",,,#5281,,,"43948",SalesReceipt,"0",,Deposit
,,"33.25",,,,,,,,,"43968","2025-03-19",,,#5274,,,"43967",SalesReceipt,"0",,Deposit
"1","1.0",-8.63,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43968","2025-03-19",,,,,,,,,,Deposit
,,"26.18",,,,,,,,,"43969","2025-03-20",,,#5282,,,"43908",SalesReceipt,"0",,Deposit
,,"27.23",,,,,,,,,"43969","2025-03-20",,,#5286,,,"43767",SalesReceipt,"0",,Deposit
,,"26.17",,,,,,,,,"43969","2025-03-20",,,#5285,,,"43768",SalesReceipt,"0",,Deposit
,,"73.3",,,,,,,,,"43969","2025-03-20",,,#5288,,,"43775",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43969","2025-03-20",,,#5287,,,"43776",SalesReceipt,"0",,Deposit
,,"139.22",,,,,,,,,"43969","2025-03-20",,,#5283,,,"43906",SalesReceipt,"0",,Deposit
,,"96.33",,,,,,,,,"43969","2025-03-20",,,#5289,,,"43774",SalesReceipt,"0",,Deposit
"6","1.0",-10.78,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43969","2025-03-20",,,,,,,,,,Deposit
,,"29.32",,,,,,,,,"43970","2025-03-21",,,#5293,,,"43770",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43970","2025-03-21",,,#5290,,,"43773",SalesReceipt,"0",,Deposit
,,"103.66",,,,,,,,,"43970","2025-03-21",,,#5294,,,"43769",SalesReceipt,"0",,Deposit
,,"10.47",,,,,,,,,"43970","2025-03-21",,,#5297,,,"43785",SalesReceipt,"0",,Deposit
,,"39.79",,,,,,,,,"43970","2025-03-21",,,#5296,,,"43786",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43970","2025-03-21",,,#5295,,,"43787",SalesReceipt,"0",,Deposit
,,"25.13",,,,,,,,,"43970","2025-03-21",,,#5303,,,"43789",SalesReceipt,"0",,Deposit
,,"90.05",,,,,,,,,"43970","2025-03-21",,,#5302,,,"43790",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"43970","2025-03-21",,,#5301,,,"43791",SalesReceipt,"0",,Deposit
,,"31.41",,,,,,,,,"43970","2025-03-21",,,#5299,,,"43793",SalesReceipt,"0",,Deposit
,,"10.46",,,,,,,,,"43970","2025-03-21",,,#5298,,,"43794",SalesReceipt,"0",,Deposit
,,"69.11",,,,,,,,,"43970","2025-03-21",,,#5304,,,"43788",SalesReceipt,"0",,Deposit
,,"11.51",,,,,,,,,"43970","2025-03-21",,,#5307,,,"43805",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43970","2025-03-21",,,#5306,,,"43806",SalesReceipt,"0",,Deposit
,,"26.18",,,,,,,,,"43970","2025-03-21",,,#5305,,,"43807",SalesReceipt,"0",,Deposit
,,"52.36",,,,,,,,,"43970","2025-03-21",,,#5314,,,"43811",SalesReceipt,"0",,Deposit
,,"18.83",,,,,,,,,"43970","2025-03-21",,,#5313,,,"43813",SalesReceipt,"0",,Deposit
,,"20.94",,,,,,,,,"43970","2025-03-21",,,#5312,,,"43814",SalesReceipt,"0",,Deposit
,,"34.55",,,,,,,,,"43970","2025-03-21",,,#5311,,,"43815",SalesReceipt,"0",,Deposit
,,"141.36",,,,,,,,,"43970","2025-03-21",,,#5310,,,"43816",SalesReceipt,"0",,Deposit
,,"140.31",,,,,,,,,"43970","2025-03-21",,,#5309,,,"43817",SalesReceipt,"0",,Deposit
,,"32.98",,,,,,,,,"43970","2025-03-21",,,#5308,,,"43945",SalesReceipt,"0",,Deposit
,,"41.89",,,,,,,,,"43970","2025-03-21",,,#5292,,,"43771",SalesReceipt,"0",,Deposit
,,"41.89",,,,,,,,,"43970","2025-03-21",,,#5291,,,"43772",SalesReceipt,"0",,Deposit
"23","1.0",-28.66,DepositLineDetail,,,,"842106",RETAIL,"210","6070-01 Retail:Credit Card Fees","43970","2025-03-21",,,,,,,,,,Deposit
"1","1.0","19.11",DepositLineDetail,,,,"842103",KOZICO,"75","5000-08 Other Revenue","43971","2025-06-13",,,,,,,,,,Deposit
"1","1.0","2162.34",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","43972","2025-06-12",,,,,,,,,,Deposit
"2","2.0",-42.59,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","43972","2025-06-12",,,,,,,,,,Deposit
"1","1.0","10357.11",DepositLineDetail,"131",Direct,CUSTOMER,"842100",HFTCO,"57","3400-01 Deferred Revenue:Deferred Revenue (CC)","43973","2025-06-13",,,,,,,,,,Deposit
"2","2.0",-199.48,DepositLineDetail,,,,"842100",HFTCO,"59","3400-03 Deferred Revenue:Credit Card Fees","43973","2025-06-13",,,,,,,,,,Deposit
