"Id","LineNum","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","Description","SalesItemLineDetail.ServiceDate","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","LinkedTxn[0].TxnId","LinkedTxn[0].TxnType","LinkedTxn[0].TxnLineId","SalesItemLineDetail.MarkupInfo.PercentBased","SalesItemLineDetail.MarkupInfo.Value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.value","SalesItemLineDetail.MarkupInfo.MarkUpIncomeAccountRef.name","GroupLineDetail.GroupItemRef.value","GroupLineDetail.GroupItemRef.name","GroupLineDetail.Quantity","GroupLineDetail.Line[0].Id","GroupLineDetail.Line[0].LineNum","GroupLineDetail.Line[0].Description","GroupLineDetail.Line[0].Amount","GroupLineDetail.Line[0].DetailType","GroupLineDetail.Line[0].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[0].SalesItemLineDetail.Qty","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[0].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[0].SalesItemLineDetail.TaxCodeRef.value","GroupLineDetail.Line[1].Id","GroupLineDetail.Line[1].LineNum","GroupLineDetail.Line[1].Description","GroupLineDetail.Line[1].Amount","GroupLineDetail.Line[1].DetailType","GroupLineDetail.Line[1].SalesItemLineDetail.ServiceDate","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ClassRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.UnitPrice","GroupLineDetail.Line[1].SalesItemLineDetail.Qty","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.value","GroupLineDetail.Line[1].SalesItemLineDetail.ItemAccountRef.name","GroupLineDetail.Line[1].SalesItemLineDetail.TaxCodeRef.value","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
,,"2989.01",SubTotalLineDetail,,,,,,,,"42075","2025-05-15","814278",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","476.44",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"476.44","1.0","71","5000-02 FIT Tours",NON,"42076","2025-05-15","814289",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"476.44",SubTotalLineDetail,,,,,,,,"42076","2025-05-15","814289",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1485.24",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1485.24","1.0","71","5000-02 FIT Tours",NON,"42077","2025-05-15","814293",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1485.24",SubTotalLineDetail,,,,,,,,"42077","2025-05-15","814293",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1513.61",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1513.61","1.0","71","5000-02 FIT Tours",NON,"42078","2025-05-15","814295",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1513.61",SubTotalLineDetail,,,,,,,,"42078","2025-05-15","814295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1107.3",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1107.3","1.0","71","5000-02 FIT Tours",NON,"42079","2025-05-15","814296",,"2025-05-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1107.3",SubTotalLineDetail,,,,,,,,"42079","2025-05-15","814296",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2240.82",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"2240.82","1.0","71","5000-02 FIT Tours",NON,"42080","2025-05-15","814304",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2240.82",SubTotalLineDetail,,,,,,,,"42080","2025-05-15","814304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","544.5",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"544.5","1.0","71","5000-02 FIT Tours",NON,"42081","2025-05-15","814307",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"544.5",SubTotalLineDetail,,,,,,,,"42081","2025-05-15","814307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","369.1",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"369.1","1.0","71","5000-02 FIT Tours",NON,"42082","2025-05-15","814308",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"369.1",SubTotalLineDetail,,,,,,,,"42082","2025-05-15","814308",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5793.62",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"5793.62","1.0","71","5000-02 FIT Tours",NON,"42083","2025-05-15","814309",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5793.62",SubTotalLineDetail,,,,,,,,"42083","2025-05-15","814309",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","516.75",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"516.75","1.0","71","5000-02 FIT Tours",NON,"42084","2025-05-15","814310",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"516.75",SubTotalLineDetail,,,,,,,,"42084","2025-05-15","814310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","344.5",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"344.5","1.0","71","5000-02 FIT Tours",NON,"42085","2025-05-15","814311",,"2025-05-15","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"344.5",SubTotalLineDetail,,,,,,,,"42085","2025-05-15","814311",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1313.01",SalesItemLineDetail,"15",Deposits/Retainer,"1313.01",,"58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42122","2025-02-13","814312",Cetera COE CIS,"2025-02-13","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1313.01",SubTotalLineDetail,,,,,,,,"42122","2025-02-13","814312",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0",-1313.01,SalesItemLineDetail,"15",Deposits/Retainer,-1313.01,,"58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42123","2025-05-22","814313",Cetera COE CIS,"2025-02-13","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","9753.4",SalesItemLineDetail,"137",Groups-Tours,"9753.4","1.0","72","5000-03 Group Tours",NON,"42123","2025-05-22","814313",,"2025-05-22","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","3.0",-3424.43,SalesItemLineDetail,"51",KOZI Transfers,-3424.43,"1.0","18",Intercompany:Transfer Account - HFT/KOZI,NON,"42123","2025-05-22","814313",MC&A Over Paid KOZI,,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5015.96",SubTotalLineDetail,,,,,,,,"42123","2025-05-22","814313",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","726.13",SalesItemLineDetail,"15",Deposits/Retainer,"726.13","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42124","2025-04-03","814314",Cetera COE CIS,"2025-04-03","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"726.13",SubTotalLineDetail,,,,,,,,"42124","2025-04-03","814314",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","3630.63",SalesItemLineDetail,"137",Groups-Tours,"3630.63","1.0","72","5000-03 Group Tours",NON,"42125","2025-05-21","814315",Cetera CEO CIS,"2025-05-21","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0",-726.13,SalesItemLineDetail,"15",Deposits/Retainer,-726.13,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42125","2025-05-21","814315",Cetera CEO CIS,"2025-02-06","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"6328.93",SubTotalLineDetail,,,,,,,,"42125","2025-05-21","814315",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"157.0",SubTotalLineDetail,,,,,,,,"42129","2025-05-16","2025516",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"677.37",SubTotalLineDetail,,,,,,,,"42131","2025-05-16","2025517",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"10496.96",SubTotalLineDetail,,,,,,,,"42218","2025-05-19","814327",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5657.98",SubTotalLineDetail,,,,,,,,"42222","2025-05-12","814328",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","3.0","3424.43",SalesItemLineDetail,"134",HFT Transfers,"3424.43","1.0","18",Intercompany:Transfer Account - HFT/KOZI,NON,"42125","2025-05-21","814315",MC&A Overpaid KZ transfer to HFT,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","38.0",SalesItemLineDetail,"865",Retail Item,"38.0","1.0","77","5000-12 Retail Store Revenue",TAX,"42129","2025-05-16","2025516",Uniform Hat- Ben & Usman,,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"2","2.0","105.0",SalesItemLineDetail,"865",Retail Item,"105.0","1.0","77","5000-12 Retail Store Revenue",TAX,"42129","2025-05-16","2025516",Kohala Middle School Stem Contest- Prizes,,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"3","3.0","14.0",SalesItemLineDetail,"865",Retail Item,"14.0","1.0","77","5000-12 Retail Store Revenue",TAX,"42129","2025-05-16","2025516",Hubble Sales & Marketing & sticker for guest complaint,,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"1","1.0","63.0",SalesItemLineDetail,"865",Retail Item,"63.0","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517","Taro, Eugene, Nic & Rob Uniform Hat",,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"2","2.0","22.36",SalesItemLineDetail,"865",Retail Item,"22.36","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517",Rob Hydro Tumbler,,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"5","3.0","71.36",SalesItemLineDetail,"865",Retail Item,"71.36","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517","Jason- Retail- Hydro Tumbler, Can Koozi, Hat",,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"6","4.0","42.0",SalesItemLineDetail,"865",Retail Item,"42.0","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517",Katy- HFT Crop Hoodie,,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"7","5.0","319.13",SalesItemLineDetail,"865",Retail Item,"319.13","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517","Rob- Hat x2, Crop T x2, Women's Tx2, Unisex Tx2, Pins x3, Salt Box, Towel x2,  Hydro x2",,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"8","6.0","159.52",SalesItemLineDetail,"865",Retail Item,"159.52","1.0","77","5000-12 Retail Store Revenue",TAX,"42131","2025-05-16","2025517","Cindy- Hydro x3, 2 Hats",,"842106",RETAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EUC-99990101-V1-00020000,Invoice
"1","1.0","10496.96",SalesItemLineDetail,"15",Deposits/Retainer,"10496.96","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42218","2025-05-19","814327","06/02/2025",,"842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5657.98",SalesItemLineDetail,"137",Groups-Tours,"5657.98","1.0","72","5000-03 Group Tours",NON,"42222","2025-05-12","814328",Gilead,"2025-05-02","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","4614.2",SalesItemLineDetail,"15",Deposits/Retainer,"4614.2","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42238","2025-05-21","814334",Boston Scientific,"2025-06-19","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"5","2.0",,DescriptionOnly,,,,,,,,"42238","2025-05-21","814334",Admin Fee 134.39 included,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4614.2",SubTotalLineDetail,,,,,,,,"42238","2025-05-21","814334",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"0.0",SubTotalLineDetail,,,,,,,,"42493","2025-06-09","814339",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"7222.13",SubTotalLineDetail,,,,,,,,"42703","2025-06-12","814345",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2000.0",SubTotalLineDetail,,,,,,,,"42738","2025-06-01","06012025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","854.44",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"854.44","1.0","71","5000-02 FIT Tours",NON,"42758","2025-05-31","819871",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","2412.56",SalesItemLineDetail,"137",Groups-Tours,"2412.56","1.0","72","5000-03 Group Tours",NON,"42239","2025-05-15","100801b",,"2025-05-15","842100",HFTCO,"40879",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"2412.56",SubTotalLineDetail,,,,,,,,"42239","2025-05-15","100801b",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","907.66",SalesItemLineDetail,"137",Groups-Tours,"3630.63","0.2500007","72","5000-03 Group Tours",NON,"42240","2025-05-20","815245","25-LNH611","2025-05-15","842103",KOZICO,"40882",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"907.66",SubTotalLineDetail,,,,,,,,"42240","2025-05-20","815245",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","4556.37",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"4556.37","1.0","71","5000-02 FIT Tours",NON,"42250","2025-05-15","815299",,"2025-05-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","2.0",-782.7,SalesItemLineDetail,"9",Commission,-782.7,"1.0","152","6030-00 Tours:Commissions",NON,"42250","2025-05-15","815299",,"2025-05-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"3773.67",SubTotalLineDetail,,,,,,,,"42250","2025-05-15","815299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1570.47",SalesItemLineDetail,"137",Groups-Tours,"1570.47","1.0","72","5000-03 Group Tours",NON,"42273","2025-06-15","815300",Polynesian Adventures - HVNP Hike,"2025-06-15","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1570.47",SubTotalLineDetail,,,,,,,,"42273","2025-06-15","815300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","5327.48",SalesItemLineDetail,"137",Groups-Tours,"10654.96","0.5","72","5000-03 Group Tours",NON,"42302","2025-06-18","815301",Companion Life- Kohala Waterfall Adventure,"2025-06-18","842100",HFTCO,"42301",Estimate,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5327.48",SubTotalLineDetail,,,,,,,,"42302","2025-06-18","815301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1074.27",SalesItemLineDetail,"15",Deposits/Retainer,"1074.27","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42432","2025-05-22","814335",SOBI COE,"2025-05-23","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1074.27",SubTotalLineDetail,,,,,,,,"42432","2025-05-22","814335",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0",-1074.27,SalesItemLineDetail,"15",Deposits/Retainer,-1074.27,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42433","2025-07-16","814336",SOBI COE,"2025-05-23","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","10742.68",SalesItemLineDetail,"137",Groups-Tours,"10742.68","1.0","72","5000-03 Group Tours",NON,"42433","2025-07-16","814336",SOBI COE,"2025-07-16","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","3.0",-4297.07,SalesItemLineDetail,"15",Deposits/Retainer,-4297.07,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42433","2025-07-16","814336",SOBI COE,"2025-06-12","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"5371.34",SubTotalLineDetail,,,,,,,,"42433","2025-07-16","814336",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","4207.07",SalesItemLineDetail,"15",Deposits/Retainer,"4207.07","1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42489","2025-05-23","814337",CNCDA,"2025-05-23","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4207.07",SubTotalLineDetail,,,,,,,,"42489","2025-05-23","814337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","8565.4",SalesItemLineDetail,"137",Groups-Tours,"8565.4","1.0","72","5000-03 Group Tours",NON,"42490","2025-09-22","814338",CNCDA,"2025-09-22","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"4358.33",SubTotalLineDetail,,,,,,,,"42490","2025-09-22","814338",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","0.0",SalesItemLineDetail,"23",FIT-TOURS RETAIL,,"0.0","71","5000-02 FIT Tours",NON,"42493","2025-06-09","814339",Bhavana Jadon,"2025-06-09","842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0",-4207.07,SalesItemLineDetail,"15",Deposits/Retainer,-4207.07,"1.0","58","3400-02 Deferred Revenue:Private Tour/AR",NON,"42490","2025-09-22","814338",CNCDA,"2025-05-23","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","7011.78",SalesItemLineDetail,"79",Signature- Private Tours,"7011.78","1.0","74","5000-05 Signature - Private Tours",NON,"42703","2025-06-12","814345",Laura Benear,"2025-06-12","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"2","2.0","210.35",SalesItemLineDetail,"138",Admin Fee,"210.35","1.0","155","6070-00 Tours:Credit Card Fees",NON,"42703","2025-06-12","814345",,"2025-06-12","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"4","1.0","2000.0",SalesItemLineDetail,"122",Rent,"2000.0","1.0","90",General & Admin Expenses:Rents:Property Rents,NON,"42738","2025-06-01","06012025",,,"842103",KOZICO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"854.44",SubTotalLineDetail,,,,,,,,"42758","2025-05-31","819871",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","469.64",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"469.64","1.0","71","5000-02 FIT Tours",NON,"42759","2025-05-31","819877",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"469.64",SubTotalLineDetail,,,,,,,,"42759","2025-05-31","819877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","469.64",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"469.64","1.0","71","5000-02 FIT Tours",NON,"42760","2025-05-31","819881",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"469.64",SubTotalLineDetail,,,,,,,,"42760","2025-05-31","819881",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","6316.5",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"6316.5","1.0","71","5000-02 FIT Tours",NON,"42761","2025-05-31","819883",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"6316.5",SubTotalLineDetail,,,,,,,,"42761","2025-05-31","819883",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1330.38",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1330.38","1.0","71","5000-02 FIT Tours",NON,"42762","2025-05-31","819886",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1330.38",SubTotalLineDetail,,,,,,,,"42762","2025-05-31","819886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","977.75",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"977.75","1.0","71","5000-02 FIT Tours",NON,"42763","2025-05-31","819887",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"977.75",SubTotalLineDetail,,,,,,,,"42763","2025-05-31","819887",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","939.28",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"939.28","1.0","71","5000-02 FIT Tours",NON,"42764","2025-05-31","819888",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"939.28",SubTotalLineDetail,,,,,,,,"42764","2025-05-31","819888",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","818.0",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"818.0","1.0","71","5000-02 FIT Tours",NON,"42765","2025-05-31","819889",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"818.0",SubTotalLineDetail,,,,,,,,"42765","2025-05-31","819889",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1430.91",SalesItemLineDetail,"23",FIT-TOURS RETAIL,"1430.91","1.0","71","5000-02 FIT Tours",NON,"42766","2025-05-31","819890",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1430.91",SubTotalLineDetail,,,,,,,,"42766","2025-05-31","819890",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
"1","1.0","1600.0",SalesItemLineDetail,"12",Cruise Tours- Kona,"1600.0","1.0","70","5000-01 Cruise Tours",NON,"42767","2025-05-31","819897",,"2025-05-31","842100",HFTCO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
,,"1600.0",SubTotalLineDetail,,,,,,,,"42767","2025-05-31","819897",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Invoice
