"Id","LineNum","Description","Amount","DetailType","SalesItemLineDetail.ItemRef.value","SalesItemLineDetail.ItemRef.name","SalesItemLineDetail.ClassRef.value","SalesItemLineDetail.ClassRef.name","SalesItemLineDetail.UnitPrice","SalesItemLineDetail.Qty","SalesItemLineDetail.ItemAccountRef.value","SalesItemLineDetail.ItemAccountRef.name","SalesItemLineDetail.TaxCodeRef.value","Parent_Id","TxnDate","DocNumber","SalesItemLineDetail.TaxClassificationRef.value","Parent_Entity"
"5","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43717","2025-02-12",#5078,EUC-09020802-V1-00120000,SalesReceipt
"6","2.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43717","2025-02-12",#5078,EUC-09020802-V1-00120000,SalesReceipt
,,,"20.0",SubTotalLineDetail,,,,,,,,,,"43717","2025-02-12",#5078,,SalesReceipt
"4","1.0",,"14.6",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"14.6","1.0","77","5000-12 Retail Store Revenue",TAX,"43722","2025-02-24",#5173,EUC-09020802-V1-00120000,SalesReceipt
,,,"14.6",SubTotalLineDetail,,,,,,,,,,"43722","2025-02-24",#5173,,SalesReceipt
"4","1.0",,"12.6",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.6","1.0","77","5000-12 Retail Store Revenue",TAX,"43721","2025-02-25",#5189,EUC-09020802-V1-00120000,SalesReceipt
,,,"12.6",SubTotalLineDetail,,,,,,,,,,"43721","2025-02-25",#5189,,SalesReceipt
"1","1.0",,"46.8",SalesItemLineDetail,"865",Retail Item,"842106",RETAIL,"46.8","1.0","77","5000-12 Retail Store Revenue",TAX,"43720","2025-02-26",#5206,EUC-99990101-V1-00020000,SalesReceipt
,,,"46.8",SubTotalLineDetail,,,,,,,,,,"43720","2025-02-26",#5206,,SalesReceipt
"7","1.0",,"1.63",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"1.63","1.0","77","5000-12 Retail Store Revenue",TAX,"43725","2025-02-10",#5059,EUC-09020802-V1-00120000,SalesReceipt
"8","2.0",,"1.75",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"1.75","1.0","77","5000-12 Retail Store Revenue",TAX,"43725","2025-02-10",#5059,EUC-09020802-V1-00120000,SalesReceipt
"9","3.0",,"1.75",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"1.75","1.0","77","5000-12 Retail Store Revenue",TAX,"43725","2025-02-10",#5059,EUC-09020802-V1-00120000,SalesReceipt
"10","4.0",,"1.63",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"1.63","1.0","77","5000-12 Retail Store Revenue",TAX,"43725","2025-02-10",#5059,EUC-09020802-V1-00120000,SalesReceipt
,,,"6.76",SubTotalLineDetail,,,,,,,,,,"43725","2025-02-10",#5059,,SalesReceipt
"4","1.0",,"39.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43723","2025-02-22",#5169,EUC-09020802-V1-00120000,SalesReceipt
,,,"39.5",SubTotalLineDetail,,,,,,,,,,"43723","2025-02-22",#5169,,SalesReceipt
"4","1.0",,"2.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"2.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43727","2025-02-11",#5077,EUC-09020802-V1-00120000,SalesReceipt
,,,"2.0",SubTotalLineDetail,,,,,,,,,,"43727","2025-02-11",#5077,,SalesReceipt
"6","1.0",,"14.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"14.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43726","2025-02-08",#5056,EUC-09020802-V1-00120000,SalesReceipt
"7","2.0",,"33.6",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"16.8","2.0","77","5000-12 Retail Store Revenue",TAX,"43726","2025-02-08",#5056,EUC-09020802-V1-00120000,SalesReceipt
"8","3.0",,"10.15",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.15","1.0","77","5000-12 Retail Store Revenue",TAX,"43726","2025-02-08",#5056,EUC-09020802-V1-00120000,SalesReceipt
,,,"57.75",SubTotalLineDetail,,,,,,,,,,"43726","2025-02-08",#5056,,SalesReceipt
"7","1.0",,"99.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"19.8","5.0","77","5000-12 Retail Store Revenue",TAX,"43730","2025-02-04",#5030,EUC-09020802-V1-00120000,SalesReceipt
"8","2.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43730","2025-02-04",#5030,EUC-09020802-V1-00120000,SalesReceipt
"9","3.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43730","2025-02-04",#5030,EUC-09020802-V1-00120000,SalesReceipt
"10","4.0",,"32.4",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"32.4","1.0","77","5000-12 Retail Store Revenue",TAX,"43730","2025-02-04",#5030,EUC-09020802-V1-00120000,SalesReceipt
,,,"167.4",SubTotalLineDetail,,,,,,,,,,"43730","2025-02-04",#5030,,SalesReceipt
"4","1.0",,"16.8",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"16.8","1.0","77","5000-12 Retail Store Revenue",TAX,"43729","2025-02-07",#5050,EUC-09020802-V1-00120000,SalesReceipt
,,,"16.8",SubTotalLineDetail,,,,,,,,,,"43729","2025-02-07",#5050,,SalesReceipt
"6","1.0",,"39.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43728","2025-02-10",#5061,EUC-09020802-V1-00120000,SalesReceipt
"7","2.0",,"50.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"50.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43728","2025-02-10",#5061,EUC-09020802-V1-00120000,SalesReceipt
"8","3.0",,"50.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"50.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43728","2025-02-10",#5061,EUC-09020802-V1-00120000,SalesReceipt
,,,"139.5",SubTotalLineDetail,,,,,,,,,,"43728","2025-02-10",#5061,,SalesReceipt
"4","1.0",,"36.4",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.4","1.0","77","5000-12 Retail Store Revenue",TAX,"43732","2025-02-08",#5051,EUC-09020802-V1-00120000,SalesReceipt
,,,"36.4",SubTotalLineDetail,,,,,,,,,,"43732","2025-02-08",#5051,,SalesReceipt
"4","1.0",,"38.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"38.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43731","2025-02-08",#5055,EUC-09020802-V1-00120000,SalesReceipt
,,,"38.5",SubTotalLineDetail,,,,,,,,,,"43731","2025-02-08",#5055,,SalesReceipt
"4","1.0",,"22.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43735","2025-02-19",#5143,EUC-09020802-V1-00120000,SalesReceipt
,,,"22.5",SubTotalLineDetail,,,,,,,,,,"43735","2025-02-19",#5143,,SalesReceipt
"5","1.0",,"9.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43736","2025-02-26",#5201,EUC-09020802-V1-00120000,SalesReceipt
"6","2.0",,"9.9",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.9","1.0","77","5000-12 Retail Store Revenue",TAX,"43736","2025-02-26",#5201,EUC-09020802-V1-00120000,SalesReceipt
,,,"18.9",SubTotalLineDetail,,,,,,,,,,"43736","2025-02-26",#5201,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43759","2025-03-21",#5363,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"56.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"56.95","1.0","77","5000-12 Retail Store Revenue",TAX,"43759","2025-03-21",#5363,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"46.95",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.95","1.0","77","5000-12 Retail Store Revenue",TAX,"43759","2025-03-21",#5363,EUC-09020802-V1-00120000,SalesReceipt
,,,"131.9",SubTotalLineDetail,,,,,,,,,,"43759","2025-03-21",#5363,,SalesReceipt
"1","1.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43762","2025-03-21",#5359,EUC-09020802-V1-00120000,SalesReceipt
,,,"35.0",SubTotalLineDetail,,,,,,,,,,"43762","2025-03-21",#5359,,SalesReceipt
"1","1.0",,"33.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"33.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43761","2025-03-21",#5360,EUC-09020802-V1-00120000,SalesReceipt
,,,"33.0",SubTotalLineDetail,,,,,,,,,,"43761","2025-03-21",#5360,,SalesReceipt
"1","1.0",,"33.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"33.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43760","2025-03-21",#5362,EUC-09020802-V1-00120000,SalesReceipt
,,,"33.0",SubTotalLineDetail,,,,,,,,,,"43760","2025-03-21",#5362,,SalesReceipt
"1","1.0",,"36.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"36.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43765","2025-03-20",#5356,EUC-09020802-V1-00120000,SalesReceipt
,,,"36.0",SubTotalLineDetail,,,,,,,,,,"43765","2025-03-20",#5356,,SalesReceipt
"1","1.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"18.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43764","2025-03-20",#5357,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"18.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"18.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43764","2025-03-20",#5357,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"45.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"45.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43764","2025-03-20",#5357,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"113.9",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"56.95","2.0","77","5000-12 Retail Store Revenue",TAX,"43764","2025-03-20",#5357,EUC-09020802-V1-00120000,SalesReceipt
"5","5.0",,"0.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"0.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43764","2025-03-20",#5357,EUC-09020802-V1-00120000,SalesReceipt
,,,"194.9",SubTotalLineDetail,,,,,,,,,,"43764","2025-03-20",#5357,,SalesReceipt
"1","1.0",,"40.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"40.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43763","2025-03-20",#5358,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43763","2025-03-20",#5358,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"19.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"19.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43763","2025-03-20",#5358,EUC-09020802-V1-00120000,SalesReceipt
,,,"74.99",SubTotalLineDetail,,,,,,,,,,"43763","2025-03-20",#5358,,SalesReceipt
"1","1.0",,"24.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43768","2025-03-13",#5285,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.99",SubTotalLineDetail,,,,,,,,,,"43768","2025-03-13",#5285,,SalesReceipt
"1","1.0",,"26.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"26.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43767","2025-03-13",#5286,EUC-09020802-V1-00120000,SalesReceipt
,,,"26.0",SubTotalLineDetail,,,,,,,,,,"43767","2025-03-13",#5286,,SalesReceipt
"1","1.0",,"44.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43766","2025-03-20",#5355,EUC-09020802-V1-00120000,SalesReceipt
,,,"44.0",SubTotalLineDetail,,,,,,,,,,"43766","2025-03-20",#5355,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43771","2025-03-13",#5292,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"12.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43771","2025-03-13",#5292,EUC-09020802-V1-00120000,SalesReceipt
,,,"40.0",SubTotalLineDetail,,,,,,,,,,"43771","2025-03-13",#5292,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43770","2025-03-13",#5293,EUC-09020802-V1-00120000,SalesReceipt
,,,"28.0",SubTotalLineDetail,,,,,,,,,,"43770","2025-03-13",#5293,,SalesReceipt
"1","1.0",,"69.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"69.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43769","2025-03-14",#5294,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43769","2025-03-14",#5294,EUC-09020802-V1-00120000,SalesReceipt
,,,"99.0",SubTotalLineDetail,,,,,,,,,,"43769","2025-03-14",#5294,,SalesReceipt
"1","1.0",,"62.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"62.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43774","2025-03-13",#5289,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43774","2025-03-13",#5289,EUC-09020802-V1-00120000,SalesReceipt
,,,"92.0",SubTotalLineDetail,,,,,,,,,,"43774","2025-03-13",#5289,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43773","2025-03-13",#5290,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43773","2025-03-13",#5290,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43772","2025-03-13",#5291,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.0","3.0","77","5000-12 Retail Store Revenue",TAX,"43772","2025-03-13",#5291,EUC-09020802-V1-00120000,SalesReceipt
,,,"40.0",SubTotalLineDetail,,,,,,,,,,"43772","2025-03-13",#5291,,SalesReceipt
"1","1.0",,"6.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"6.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43777","2025-03-22",#5374,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"5.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"5.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43777","2025-03-22",#5374,EUC-09020802-V1-00120000,SalesReceipt
,,,"11.5",SubTotalLineDetail,,,,,,,,,,"43777","2025-03-22",#5374,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43776","2025-03-13",#5287,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43776","2025-03-13",#5287,,SalesReceipt
"1","1.0",,"70.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"70.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43775","2025-03-13",#5288,EUC-09020802-V1-00120000,SalesReceipt
,,,"70.0",SubTotalLineDetail,,,,,,,,,,"43775","2025-03-13",#5288,,SalesReceipt
"1","1.0",,"69.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"69.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43781","2025-03-21",#5369,EUC-09020802-V1-00120000,SalesReceipt
,,,"69.0",SubTotalLineDetail,,,,,,,,,,"43781","2025-03-21",#5369,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"12.0","2.0","77","5000-12 Retail Store Revenue",TAX,"43780","2025-03-21",#5370,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43780","2025-03-21",#5370,,SalesReceipt
"1","1.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43779","2025-03-22",#5372,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43779","2025-03-22",#5372,EUC-09020802-V1-00120000,SalesReceipt
,,,"48.0",SubTotalLineDetail,,,,,,,,,,"43779","2025-03-22",#5372,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43778","2025-03-22",#5373,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"11.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"11.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43778","2025-03-22",#5373,EUC-09020802-V1-00120000,SalesReceipt
,,,"21.98",SubTotalLineDetail,,,,,,,,,,"43778","2025-03-22",#5373,,SalesReceipt
"1","1.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43784","2025-03-21",#5366,EUC-09020802-V1-00120000,SalesReceipt
,,,"20.0",SubTotalLineDetail,,,,,,,,,,"43784","2025-03-21",#5366,,SalesReceipt
"1","1.0",,"24.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43782","2025-03-21",#5368,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.99",SubTotalLineDetail,,,,,,,,,,"43782","2025-03-21",#5368,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43786","2025-03-14",#5296,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43786","2025-03-14",#5296,EUC-09020802-V1-00120000,SalesReceipt
,,,"38.0",SubTotalLineDetail,,,,,,,,,,"43786","2025-03-14",#5296,,SalesReceipt
"1","1.0",,"10.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43785","2025-03-14",#5297,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.0",SubTotalLineDetail,,,,,,,,,,"43785","2025-03-14",#5297,,SalesReceipt
"1","1.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43789","2025-03-14",#5303,EUC-09020802-V1-00120000,SalesReceipt
,,,"24.0",SubTotalLineDetail,,,,,,,,,,"43789","2025-03-14",#5303,,SalesReceipt
"1","1.0",,"66.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"22.0","3.0","77","5000-12 Retail Store Revenue",TAX,"43788","2025-03-15",#5304,EUC-09020802-V1-00120000,SalesReceipt
,,,"66.0",SubTotalLineDetail,,,,,,,,,,"43788","2025-03-15",#5304,,SalesReceipt
"1","1.0",,"10.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"10.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43787","2025-03-14",#5295,EUC-09020802-V1-00120000,SalesReceipt
,,,"10.99",SubTotalLineDetail,,,,,,,,,,"43787","2025-03-14",#5295,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43791","2025-03-14",#5301,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"43791","2025-03-14",#5301,,SalesReceipt
"1","1.0",,"62.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"62.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43790","2025-03-14",#5302,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43790","2025-03-14",#5302,EUC-09020802-V1-00120000,SalesReceipt
,,,"86.0",SubTotalLineDetail,,,,,,,,,,"43790","2025-03-14",#5302,,SalesReceipt
"1","1.0",,"9.99",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"9.99","1.0","77","5000-12 Retail Store Revenue",TAX,"43794","2025-03-14",#5298,EUC-09020802-V1-00120000,SalesReceipt
,,,"9.99",SubTotalLineDetail,,,,,,,,,,"43794","2025-03-14",#5298,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43793","2025-03-14",#5299,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"43793","2025-03-14",#5299,,SalesReceipt
"1","1.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43796","2025-03-19",#5343,EUC-09020802-V1-00120000,SalesReceipt
,,,"35.0",SubTotalLineDetail,,,,,,,,,,"43796","2025-03-19",#5343,,SalesReceipt
"1","1.0",,"39.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"39.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43795","2025-03-19",#5344,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43795","2025-03-19",#5344,EUC-09020802-V1-00120000,SalesReceipt
,,,"64.0",SubTotalLineDetail,,,,,,,,,,"43795","2025-03-19",#5344,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43799","2025-03-19",#5340,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43799","2025-03-19",#5340,,SalesReceipt
"1","1.0",,"30.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"30.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43798","2025-03-19",#5341,EUC-09020802-V1-00120000,SalesReceipt
,,,"30.0",SubTotalLineDetail,,,,,,,,,,"43798","2025-03-19",#5341,,SalesReceipt
"1","1.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43797","2025-03-19",#5342,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43797","2025-03-19",#5342,EUC-09020802-V1-00120000,SalesReceipt
,,,"56.0",SubTotalLineDetail,,,,,,,,,,"43797","2025-03-19",#5342,,SalesReceipt
"1","1.0",,"25.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"25.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43802","2025-03-18",#5337,EUC-09020802-V1-00120000,SalesReceipt
,,,"25.0",SubTotalLineDetail,,,,,,,,,,"43802","2025-03-18",#5337,,SalesReceipt
"1","1.0",,"14.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"14.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43801","2025-03-18",#5338,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"135.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"45.0","3.0","77","5000-12 Retail Store Revenue",TAX,"43801","2025-03-18",#5338,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"3.5",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"3.5","1.0","77","5000-12 Retail Store Revenue",TAX,"43801","2025-03-18",#5338,EUC-09020802-V1-00120000,SalesReceipt
,,,"152.5",SubTotalLineDetail,,,,,,,,,,"43801","2025-03-18",#5338,,SalesReceipt
"1","1.0",,"75.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"75.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43800","2025-03-18",#5339,EUC-09020802-V1-00120000,SalesReceipt
,,,"75.0",SubTotalLineDetail,,,,,,,,,,"43800","2025-03-18",#5339,,SalesReceipt
"1","1.0",,"20.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"20.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43804","2025-03-18",#5335,EUC-09020802-V1-00120000,SalesReceipt
"2","2.0",,"35.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"35.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43804","2025-03-18",#5335,EUC-09020802-V1-00120000,SalesReceipt
"3","3.0",,"15.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"15.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43804","2025-03-18",#5335,EUC-09020802-V1-00120000,SalesReceipt
"4","4.0",,"28.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"28.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43804","2025-03-18",#5335,EUC-09020802-V1-00120000,SalesReceipt
"5","5.0",,"24.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"24.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43804","2025-03-18",#5335,EUC-09020802-V1-00120000,SalesReceipt
,,,"122.0",SubTotalLineDetail,,,,,,,,,,"43804","2025-03-18",#5335,,SalesReceipt
"1","1.0",,"46.0",SalesItemLineDetail,"123",RETAIL,"842106",RETAIL,"46.0","1.0","77","5000-12 Retail Store Revenue",TAX,"43803","2025-03-18",#5336,EUC-09020802-V1-00120000,SalesReceipt
,,,"46.0",SubTotalLineDetail,,,,,,,,,,"43803","2025-03-18",#5336,,SalesReceipt
